reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A10ZFE6YE0UHW8,B004TTF54Y,C. MacPhail,"[2, 2]","....or maybe 2 stars.A quick review...we returned it for aCrock-Pot SCVT650-PS.Some of my CONs apply also to many other slow cookers. Some may be no big deal for you.PROs:- Nice clean look- Hinged but removable lid- Simple high visibility controls- Efficient use of counter spaceCONs:- Lid was warped. Maybe just a fluke. (see Note 1)- LOW setting is too hot (active boiling)WISH LIST:- Some attempt at energy efficiency (see Note 3)- Metal housing less hot (see Note 2)- Change temperature without re-starting timer- Better information. For example what temperatures do each setting equal?- - - Notes - - -Note 1: Lid was Warped - Front right of lid sits about 1/4"" or more above it's proper resting spot.Note 2: Hot exterior - It won't burn you, but it will startle and annoy you as your hand recoils from the metal exterior.Note 3: Energy efficiency -- NOT.  There's a 1"" space between the inner and outer walls. How about some insulation in there? Could make that exterior less annoyingly hot. Could save $50 to $160 in electricity over the years (see Note SB1). Might add $1 to the price. LOW boils off too much water. A correct temperature would improve cooking and save energy. It's 2013. Conservation and green-i-tude is all the rage. T-FAL and most slow cooker companies: Not interested.- - - Super Boring Notes - - -Note SB1: Cooker on LOW draws 345 watts. Average 2 kWh per use (6 hours). 500 uses is $100 to $330 in electricity cost, depending on your rates. Some better design could halve that.~~~ Comments & questions welcome ~~~",3.0,Not a Keeper,1382918400,"10 28, 2013"
A1UYMXFON06KQ6,B00CJAU0E0,Christie,"[11, 13]",I admit my initial love with this cookware set is because of the color. It is just as gorgeous in person. We haven't had any issues with flaking even when my husband mistakenly stuck a pot in the dishwasher. The pots and pans cook evenly. These are awesome for eggs. Only thing I don't love is the baking sheets. We've used them twice and they don't bake evenly. Cookies come out with burned bottoms and raw middles. I guess I'll just stick to my stoneware for baking. The rest of the set is fabulous and maybe others will have better luck with the baking sheets.Pots and pans = 4 starsBaking sheets = 1 starI wanted to edit this after more use. Make sure you pick up the pots with a pot holder. The handles get HOT! Like really hot. My stainless steel set does not do that when cooking on the stove top and it surprised me when I discovered these do. I love this set less and less the more I use it. Had to lower my rating to 3 stars. The bottoms of the pans are also looking scratched and flaky even though we only stir/cook with wood or silicone utensils. I'll take my stainless steel T-Fal set over these any day.,3.0,So pretty!,1377043200,"08 21, 2013"
A6FIAB28IS79,B000QA0WVG,Samuel Chell,"[110, 119]","I started with this unit, it immediately failed, the company that's absorbed Back to Basics was quick to send me a new one in exchange for my defective one.  In the meantime, I picked up the comparably priced Hamilton Beach Personal Blender.  I'm now alternating the two every other day.It's no contest.  The Hamilton Beach may be a simpler and lighter, wimpier-looking machine, but it's an infinitely superior design and is deceptively powerful.  It's quick, handy, and clean!  With the Hamilton Beach, you're not turning the cannister upside down, screwing and unscrewing different covers on it for each use, and best off all there's no spill-over and drippage every time you use it (a good day is one on which, after using the Blender Express, I don't have goopy pants and a sticky car seat by the time I make it to the job).",3.0,Possibly adequate but there's a better bet.,1175644800,"04 4, 2007"
A20WCMNMAZ3QL4,B007IA2T68,Anthony C. Rago,"[0, 0]",they started to split in the middle after a few uses and that disappoints me but I think that for what they are they are ok Novelty items for my glasses,3.0,they started to split in the middle,1383091200,"10 30, 2013"
A216T6LG9IKBDA,B0079RAIG8,Lindsy M. Carranza,"[0, 1]","Has a great suction and will never lose charge because it's corded but the attachment for hard surface vacuuming is pointless, it has no wheels or anything to help it glide or raise it from the surface to pick anything up.",3.0,Works Well,1366761600,"04 24, 2013"
AYJMSNGN0EM6D,B002XG8DBW,Powell & Loy,"[2, 3]","I actually made a big mistake in that I thought I was buying all three items shown for the listed price--this is my sole reason for buying. I was shocked when I opened the box to find the round egg. I off course laughed at myself for NOT reading carefully, DUH!? Anyway...I had to grease the sides when I was making pancakes. You also have to wait for the pancake to cook completely before removing otherwise whatever edge is still wet will stick and ruin the pancake. So waiting for the top to be mostly cooked is key in having the perfect pcake. Also I made my egg whites with it and I had to grease sides and wait for egg to cook to remove the ring. The ring gets hot but not too hot that you can get burned. I think this design is decent but they should have made with bamboo handle while keeping the metal parts. Also the inside rim should be nonstick coating too. All these changes would ensure a safer and easier use for all without ever having to worry about getting burned or greasing sides.",3.0,Not what I thought it would be..,1374192000,"07 19, 2013"
A3QUNET06MVC12,B004FNBWQ4,jam314,"[12, 13]","All-in-all, this is a pretty good product.  It's fairly sturdy (and MUCH sturdier compared to similar products that are out there... we've tried and returned several), as physically attractive as it could be, and holds a LOT of shoes.  Our only complaint is that there should be full shelves instead of thin bars that hold the bottom of the shoes.  This simple change would make it even more sturdy and would prevent the shoes from falling in the gaps as they sometimes do.  Additionally, there is a lot of space between the bars so this product is insuffient for children's shoes.",3.0,"Holds a lot of shoes, won't work for kids shoes",1328832000,"02 10, 2012"
A1XIDXO4HM8FKD,B004MYF7XU,Jeremy Krall,"[0, 0]","This is a pretty good soap dish.  I was happy that I got one that had the correct angle to it after reading so many reviews where others didn't.  The other reviews also helped when it started sliding around on my vanity, I was prepared for it.  Some double sided tape holds it down just fine.What I wasn't prepared for was the fact that the dish does stick, to the soap.  I have tried multiple brands and types of soap and they all stick to the dish.  I don't know if this is a side effect of the drying process or just the material used.  The way I have gotten around this is to use the two barbs to lean the soap up against.  They still serve their intended purpose of not letting the soap slide down into the sink, but also keep the bar from being stuck.If you are tired of soap that sits in its' own juices, this is a dish to get.  I would by another one if needed.",3.0,Interesting how it sticks,1352419200,"11 9, 2012"
A3MCIAFO37VH14,B004LF8TFI,"2-Stage ""2-Stage""","[0, 0]",It takes some patience to refill this missle.  But it is clever..lightweight..and can be stuck in a cranny of your pack.  The unscrewing is kind of a hassle and refilling..we'll just take your time.,3.0,Refill patience,1398729600,"04 29, 2014"
A3AFCZTWL5VNNR,B003DTL7X4,"ellen ""ellen in atlanta""","[0, 0]","I wanted some sharp kitchen knives/steak knives. KitchenAid is such a great brand, I thought the knives would be great too.They are ok, but if you really want sharp, these are not for you--or me for that reason.I do use them, but they are not sharp.Tomatoes being sliced pose a problem...And they're hand wash only.You get what you pay for...even if the brand is Kitchen Aid...Ellen George, author of children's book, Flutterby and reviewer",3.0,These are ok--not the best,1373500800,"07 11, 2013"
A2SD1Z4OROY538,B005KQ8NTO,"Todd Justman ""Regional Man of Mystery""","[3, 4]","The biggest plus was the incredible narrowness of this scale.  Our current glass electronic scale sits high on the floor - a wonderful tripping hazard.  This one sits so low to the ground you don't think you're standing on a scale, which is odd.  The watch battery comes included.  The reading doesn't match our current scale (6 pounds over) but we think our scale is wrong since it doesn't seem to match the doctor's scale.The biggest concern is that the scale marks up our tile floor.  That's a potential deal-breaker for most.  I don't think this would work well on carpeting either - these scales are very susceptible to variance from moving around.  Which brings me to the other negative with this scale.  It changes numbers and doesn't settle on one reading.  It did for my wife but perhaps due to my fidgetiness I couldn't seem to get a single reading but a range of readings.  I don't mind that except that after a few seconds the display goes blank.Given our current scale is inaccurate I hope to use this one, but that will be based on how easy it will be to remove the marks from the floor.",3.0,"Very slim design, but needs some work",1316822400,"09 24, 2011"
A3PAPQL8AH5B4U,B0002FCG46,B. Werner,"[9, 13]","It's easy to get carried away by the insatiable desire to facilitate our daily life by buying ""smart"" gizmos like this chopper.Sure it works as intended but if you consider its small chopping capacity, the need to dismantle in order to remove larger food pieces it cannot deal with, the hassle of cleaning and to reassembly ....then you'd better buy a sharp knife and cut up everything in no time as grandma did once.My kitchen is littered with the dead bodies of other ""smart"" and attractive tools.[...]",3.0,Easy Chop Food Chopper,1259280000,"11 27, 2009"
AGK05PVFSEH1D,B001ECQQZG,"B. Codner ""Spoiledbarb""","[1, 1]","Maybe I'm just being picky but I wasn't blown away by these spoons.  I was hoping they would be heavier.  I'm glad that I  just bought one set instead of 2 like I planned.  Hopefully, they will grow on me.  We'll see.",3.0,They're ok!!,1378512000,"09 7, 2013"
AJGK4BR2X1M3K,B003XUXQUK,KVesta,"[0, 0]","I love the idea of these bags, and specifically sought out the cube sizes for blankets and pillows to be stored.  I just feel like the plastic is pretty thin and won't last more than one or two times of opening / closing the bags.",3.0,Could be better,1403654400,"06 25, 2014"
A15NB6PGR33G14,B0039MHBW6,Barinr,"[0, 0]","These pillows are rated extra firm and they mean it. I generally like firm pillows but these are so plump and firm, I wouldn't get them again. Maybe medium firm.",3.0,Great but VERY firm,1381968000,"10 17, 2013"
A26OAZNXDEISK1,B003IKMR8W,Eddie,"[1, 1]","These are not what is pictured. I copied another persons review as it is right on the money.""Just received these in the mail - they are not the same utensils pictured. I received the same set of 4, but the handles were much thinner and not rounded. (Similar style to the All-Clad utensils, but obviously not as nice). Still a decent set for $20, but definitely not whats pictured"".",3.0,"""Ditto""",1309305600,"06 29, 2011"
A2QEA1RKT5N09I,B008EYT1PO,"Peter G. Keen ""rabidreader""","[1, 2]","This is an attractive design that matches many of the espresso coffee makers, with its black base and bold glass shape. It looks great.Alas, it is very limited on tea-making. It is on a fixed time cycle at a fixed temperature. For tea bags, that's OK. The tea will generally be small leaf, often the ""fannings"" that are like tea dust and blended to release their full taste quickly -- a minute or so. They survive microwaving, hottish water, and oversteeping. This kettle will give as good a brew as you can expect from the ingredients. The brew will be assertive and unsubtle but fresh and full.Loose leaf teas are entirely different. They demand a narrow range of temperatures. Black teas are best for this machine. They require water that is at boiling point and a brewing time of 2-3 minutes. The Krups kettle does a pretty reasonable job with these. I tried an estate Assam, which can be very bitter if brewed too long. The Krups takes 4-6 minutes for a few cup-sized brew. The tea was pleasant and more than good enough. I also tried a higher grade Yunnan Gold Tips that was OK but not as full in flavor as the tea is when brewed at 212 degrees for 2 minutes. Using a very fine Temi was a bit of a waste; the overtones of flavor were lost.I then tested a good quality Young Hyson green tea that is fairly full but delicate. The result was not satisfying. The blacks withstand the zap but it was too much for the hyson and for a Jasmine pearl I also tried. The tea was bitter and flat. With oolongs that are more like black teas -- water just below boiling with a slightly longer brewing time of 3-4 minutes -- the result was better. I tested a Big Red Robe and basic Formosa leaf that were both fully acceptable, with a clean taste.The lack of temperature and time controls is a definite limitation. It means that this is an enhanced kettle not a real brewing device. I plan to use it for black teas and everyday smoky oolongs but not for green teas. I really do like the styling, though the basket and lid are awkward to handle and ensure correct fitting into the pot. It has the merit of not pouring boiling water directly onto the tea leaf but infusing the leaf in a way that keeps it aerated. But it's a compromise. The temperature/time issue is absolutely critical in making tea and the main reason that so many tea bag brew ups are so truly and irredeemably dreadful. The Krups compromise provides a better cup but not the best. I hesitate to recommend it but equally hesitate not to do so. The trade off is between form and function. If you don't drink a lot of tea the form is perhaps of more relevance than the function and makes it well worth buying.",3.0,Elegant but doesn't make good tea,1366761600,"04 24, 2013"
ADQ9YJ56WKHDD,B005FSJ5Q2,Nick Linden,"[1, 1]",Controls are very limiting and they stick out quite a bit.  If you want a Crock Pot similar to this buy a new model with more varied and smaller controls.  Options are 4 or 6 hours on high and 8 or 10 on low then it switches to warm is a bit too high for warm.  I have recipes that require 4 hours on low.  So check your favorite recipes first because you may have to manually watch over the pot.,3.0,Few cooking options...,1386115200,"12 4, 2013"
A1MO3CYR3NMRLS,B008AYYEHI,girl1999,"[0, 0]","I love the size ( I got the medium set) and the styling but I have to agree with all the other reviewers. I wouldn't trust these in a lunchbox. I use them in the fridge for food storage, but I can't trust the tops not to pop open. Sometimes they're hard to get on, and most of the time when I go to retrieve them from the fridge at least one latch has popped off. Really annoying.  The stainless part is very nice, just wish the lids worked.",3.0,i want to love them,1398988800,"05 2, 2014"
A2U6VP21H9UVV3,B0088ETMYU,Ida's girl,"[0, 0]","I like this flower mold very much.  It makes charming little candies or tiny cakes.  What I don't like, is the long delivery time......  Make sure you note the long shipping time before you order.  If you are buying it as a gift, you will need to plan well in advance.  Also, if you are not used to working with silicone molds, you will want to know that these are small molds, and work best if placed on a cookie sheet, as the silicone bends and buckles, so it requires careful handling.",3.0,"Nice molds, long shipping time",1404864000,"07 9, 2014"
A3M7BCQKSQAK4L,B00HLAOLBQ,"Sally ""Sally""","[0, 0]","For this review, I am comparing it to my experience with my other juicers - Kuvings NS-950, Breville BJE510XL, Kuvings NJ-9500U  Centrifugal Juice Extractor and BELLA 13695 NutriPro Cold Press Juicer, Stainless Steel. This means I am quite familiar with the assembly and use of a juicer, and gives me a decent background to be able to comment on its operation and effectiveness.Pros:While this Big Boss 9358 does a good job separating the juice from the food.Priced well at $129.Like the fact that I can put a complete small apple down the feeder without having to chop it up like I have with previous juicers.Cons:It starts to wobble around when you put in a whole apple or half a carrot.In addition to that flaw, one contention I have with various product offerings in this space is the ability for carrots to stain the plastic.  Out of the 4 juicers I have, this was the quickest to actually stain the plastic.  In particular, the clear lid of the unit garnered an almost impossible to remove stain from the first use.  While for most people this may not be an issue since it does not affect operation or effectiveness but it is not something I want in a product.In summary. it does what it is supposed to do - produce juice, but I feel certain enhancements regarding its weight would make it more likely to be a product I would suggest to friends. Just making it heavier would make it a great juicer, but currently I feel a little nervous using it.",3.0,Not heavy enough,1400112000,"05 15, 2014"
A1KW68OP8JGZN7,B000BU7U2U,"J. Aceti ""Saturday Morning Reader""","[1, 3]",Its difficult to find these scoops in the local stores so I purchased through the web.  The scoop does the job but the shipping was disappointing.  It was shipped without any protective covering for the plastic handle.  apparently the abrasive nature of the envelope scratched the delicate colored portion of the handle leaving it dull.,3.0,Coffee Scoop,1278892800,"07 12, 2010"
A3164VYGRV2T6Y,B0046EC1D0,"Enigma ""Very Disappointed""","[0, 0]",It is okay have had it for alittle over 30 days and the leg has already become loose will choose something different next time,3.0,Is okay,1373760000,"07 14, 2013"
A1AI7ZWT4DTE7I,B003VWDOCK,aldounsw,"[0, 0]","Bought this because I like the smell of cedar wood. However, like many other reviewers said, these hangers hardly provide a cedar smell. I bought the Giles & Kendall cedar oil, which it did help for 1 week only. I'm going to sand these hangers and re-apply the cedar oil and see what happens.",3.0,I'm not 100% convinced about this product,1380240000,"09 27, 2013"
A3AW2NL9KBLX0B,B002R91OGG,honest,"[0, 0]",its a cool cup. cant say much about this thing because it was a gift so...i do not know if he liked it,3.0,it ok,1399075200,"05 3, 2014"
AZA55FJD7CCZN,B005IMZ7MG,"Between the Lines ""J. Morrill""","[2, 2]","This little gadget for making your own sushi rolls comes with a great little instruction booklet with 15 different recipes.  Fantastic right?  Well...if you speak German, I bet it is.  The entire booklet is in German.  No other language.  There are some pictures, which help a bit, but I still don't get it and I have rolled my own sushi rolls before by hand.  I was hoping this gadget would help me get nice, tightly rolled sushi, but alas I cannot figure out how to use it.  I would also like to add that the product photo is misleading.  It makes it appear like you are getting three different bases.  I received a black base with a green and white top bit and a red and white top bit.  There was also a clear plastic bit which I am assuming is to slice the rolls.  If I am looking at the pictures correctly, the way you make each roll is only going to make them about 3-4 inches long.  I gave up and got out my mat instead.I'm going to do some searching online to see if I can find a tutorial in English.  I hate to give this product a low rating just because I don't speak the language the manual is written in, but chances are if you are mailing the product to someone in the US, German instructions aren't going to be helpful.  The description also very clearly says you receive instructions/recipes in German and English, which you do not.  The product website is also in German.Kinda disappointed.",3.0,It's Probably Really Great...If I Could Figure Out How To Use It,1322697600,"12 1, 2011"
A1VNZIU95GSXUV,B0017IHRNC,Veyron,"[0, 0]","When I got this bottle. I quite like its performance of thermal insulation.But I can't imagine that the plastic part and the stainless part of lid were glued together with so poor quality. So I returned this bottle, and have to buy a new one.",3.0,This bottle is good at thermal insulation. But the lid divided into 2 parts in one week.,1354406400,"12 2, 2012"
A2C5GOQ6HV6SH7,B0000U6PSG,D. Hudson,"[0, 0]",I am not happy with the fact that my brewstation needs this item in order to brew a good cup of coffee but I knew that going in. It's a must to replace this filter on a regular basis or you will most definately notice in your cup of Joe. Easy to use but a bit pricey for what they are. Just a little sack of charcoal.,3.0,A Must for Good Coffee,1186272000,"08 5, 2007"
A19Z63J1THLE52,B002S52ZDU,Shelley I,"[0, 0]","not very absorbent but soft to the touch, nice color, launder well...have to admit I was a little disappointed but they are OK",3.0,OK,1367625600,"05 4, 2013"
A207SOFEKD2HSO,B00002N8CZ,S.,"[0, 0]",Fine if you are in a pinch or don't have a place to plug in. It just doesn't compare to a full upright vacuum though in terms of what it will pick up. I purchased thinking that the size would be a lot smaller than a full sized vac. It is only very slightly smaller than most of the uprights on the market. Probably a good choice as a multipurpose indoor to car vac. Be prepared to empty often.,3.0,Has a hard time picking up anything but Lint.,1384128000,"11 11, 2013"
A2LZQ1DLLNNEI5,B000WRZODY,bbinmbsc,"[0, 0]","It's hard to screw onto a standard mason jar. Threads are not well aligned. It does all it's supposed to do, but awkward to use. I'm looking for stainless mesh to fit in the accompanying top.",3.0,It's hard to screw onto a standard mason jar. ...,1404518400,"07 5, 2014"
A3B83GRTAX6QOM,B003J371E8,"Sammy ""Workaholic""","[12, 14]","I have a Sleep Number bed which I love.  When I purchased my bed, I decided to buy the tempurature controlling mattress pad that they sell.  This works great - it moderates the extremes of tempurature while you are laying on it (never too cold or too warm in any area of your body).  This brand was pretty expensive, so I wanted to try to find a less expensive version of it as a spare for when I am washing the other one.As a mattress pad, this is very nice - it's very thick and the cotton is very smooth and soft.  It easily fit my deeper mattress without any issues.  It's a well made mattress pad.  However, the reason that I bought it - for tempurature moderation - it didn't do a great job with this.  I felt no difference with this mattress pad than I did with any other regular mattress pad.  So, for the price, it's really not worth it as you buy a &#34;regular&#34; mattress pad for less than half of this.  I actually ended up returning it for that reason.",3.0,Nice mattress pad but not so great at tempurature control,1355011200,"12 9, 2012"
A23H6ARL3W3ZGP,B00009R66F,Amanda Imm,"[1, 1]",i put it on my wedding registry. it works for the most part but not on all stains i have. maybe its just for new stains. it works on some old stains but not big ones. it' also very heavy.,3.0,this is ok,1392508800,"02 16, 2014"
A2HF97O48PIMOZ,B001B0YMB6,Stoobiwik,"[0, 1]","This works for my needs, the part in the middle of the tray is even lifted so that I can slide something (usually my comb) underneath and out of the way. However, the two sections next to the center brush sections in the back are meant for lipsticks, or other similar products and are VERY shallow. I can't put anything in them because they will just get knocked off and end up in my sink or on the floor. So, for me, tons of wasted space unfortunately. If you like to have a ton of lipstick on your counter, this may be a great option for you, unfortunately it's just no good for me.",3.0,"It works, however ...",1354579200,"12 4, 2012"
A1GCN8CJCBJNTJ,B0000CF3Q6,TRR,"[4, 13]","The espresso it makes is really great tasting. I am used to south indian filter coffee, which is basically boiled milk foamed with strong espresso (often a good percentage of chicory gives it a distinctive flavor). This unit can recreate provide a strong and fragrant espresso in 7 minutes (as the milk comes to boil!). Good mornings begin with great coffee!I would give it 3.5 stars - the penalty is for how easily its insides got discolored. No care instructions to prevent this - I have used vineagar every once in a while to successfully to remove most of the discoloration.",3.0,Great tasting coffee - with issues,1176854400,"04 18, 2007"
A2GBNUDR2RODEX,B00004SU18,Mary Childress,"[0, 0]","I wish I had gotten a larger one but this one is very nice, I like always having cold clean water in the frig, its great!",3.0,love it!,1393891200,"03 4, 2014"
A2TKG317O1IIPY,B003KQPP8I,Chris,"[0, 0]","Looks nice, good if space is tight.  However, the unit is made of two sides/pieces and they frequently comes apart. This is especially annoying if it is already filled with dishes.  Perhaps gluing the two sides would do the trick.  That's my only gripe but it's a frequent one.",3.0,comes apart easily,1393632000,"03 1, 2014"
A1SK01V9OI597B,B00GU1RD2G,"Robin in Vermont ""I'll read anything good. I'...","[0, 0]",THis is a much better glove than expected. I'd feel save using my mandolin with this. The first gloves I ordered smelled like gasoline and I had to return them. This glove has a light odor but should come out in the wash.,3.0,Glove works!,1402704000,"06 14, 2014"
A36KE9T0UFEQH9,B001FB6TSK,,"[0, 0]",I gave this product 3 because the leg snapped off and I wasn't able to reconnect it. I originally ordered it to go above my sink so I just took the other leg off and still set it over the sink.I still use it regularly. I would suggest being careful how you store this item to ensure that it doesn't hit against other items in your pantry. Maybe if it was stored flat on top of something it would have lasted longer.,3.0,Not constructed well.,1405296000,"07 14, 2014"
A3SNR4JFS5WF4Y,B002JY7M38,R. F. Benson,"[9, 12]","Assembling this would have been so-o-o much easier if the instructions were written with more care. Several reassemblies finally got it built. The screws for the brackets were the wrong type and the pre-drills for them were useless. The gluing step(s) were not sufficiently described, and so reassembly to correct for this was required. The coasters for the bottom were shoddily manufactured -- one split and another broke off. (Xmas eve assembly required that I limit my invective to stiffled profanity...)Have I disheartened you? Well, if you have the patience of a saint and the mind of an engineer, this little item is certainly ideal for a flat-screen PC set-up, with room for the printer on the top shelf and space for books and supplies beneath. In short -- the price is right.My grandson is putting it to good use.",3.0,Good design. Poor instructions.,1263686400,"01 17, 2010"
A1Q1DWC517TWEU,B003GXM0EM,KLFeeney,"[0, 0]","Okay. Here goes nothing. This machine was so affordable and had so many features that I really WANTED to love it.I purchased this machine to replace an old Breadman Plus bread machine that is about 12 years old (but still works), as I wanted to try out some of the cool new features I've heard about. I did a ton of research, and first I started with the West Bend (which I hated due to bad smell -- I actually ran the bake cycle 2x before using to bake) and the fact that one of the arms was ""sticky"" and I couldn't get bread out of the pan and the crust was burnt). I ended up with the Oster. I really think that if you're happy with average loaves or if you plan to finish all your loaves in the oven. I made five loaves of bread with this machine, and a batch of jam.The bread I made to finish in the oven came out okay, but I had to babysit the bread maker for the first 15 minutes (which is NOT ideal). The two loaves I made in the bread from start to finish were very inconsistent. My old machine (although it makes only vertical rather than horizontal loaves) is much more consistent. If you plan on making nothing more than dough - this machine will work with some babysitting and is a very affordable price. I'm going to return this and take my boyfriend's advice and upgrade to the Zojirushi.",3.0,Just okay.,1389830400,"01 16, 2014"
ANM6HZWPUQ6WL,B0000DASDN,MovieFan77,"[4, 4]","Item was shipped same day from VacuumSupplyStore and USPS delivered very fast. The fit is looser than the original one. I though I was getting a real Hoover filter. Hah! Will have to do for now. By the way, it is not meant to filter the dirty return water in wet mode. It is for filtering the air.",3.0,Will do for a generic,1296000000,"01 26, 2011"
ALPW5XRF7PF7R,B00AMQJSYG,Mrs. G.,"[0, 0]","Havent tried them out yet...looks is pretty, just not the color sugar as in picture.  I was looking for a silver look, but..actually look more like white/cream, but will keep.",3.0,"Good buy, but color for sugar looks more /whitecream",1384732800,"11 18, 2013"
A36LKYAQ85L2N3,B001UE8ILI,"ktgnewjersey ""ktgnewjersey""","[5, 6]",I was disappointed in this product. I wanted to replace an old wood drying rack that kept falling apart. The product description said that it would lock in place. The product looks great. But the slightest movement made it come apart. I returned this product and bought another brand from Amazon which I like a lot better.,3.0,Doesn't stay 'locked',1322352000,"11 27, 2011"
A1JA60LKUVK82H,B00008CM6B,"Shannan E. Fraser ""Thistle""","[0, 1]","Mine showed up without the cover... What gives?  I sure hope that someone sees this review and fixes the issue!!!  Othen than that, I love these pans, I have a whole set of them.  Best gift I ever bought myself!!!",3.0,Missing Cover,1332806400,"03 27, 2012"
A33J85DM04IIF,B001CDK0MM,JS,"[1, 1]","This was something purchased for my mom. First of all I should clarify that with the amount of food and people that go through her kitchen time should be multiplied by 3. Her first one of these lasted about a year before it stopped working. We think the problem was food (mostly flour) getting between the buttons and down into the timer itself. We bought her another one, but she has covered it in plastic wrap to keep food from getting on it. It works great and is simple to use...way better than the ones you have to push the minute button for 20 times to get 20 minutes on it.",3.0,Good but you should keep it covered,1325808000,"01 6, 2012"
A10VGXGJD9JMOC,B0000DZDHB,Brutal Honesty,"[0, 0]",The magnet is weaker at one end and the knife keeps slipping. Annoying but tolerable. At least the knife hasn't fallen completely off yet.,3.0,It's okay but...,1398211200,"04 23, 2014"
A250GXRD2BGQV2,B00DY0CSR6,NatureLover,"[0, 0]","As others have mentioned, the pad just doesn't release and stays stuck onto the wand.Scrubbing action works well, but fragrance is slight.  Plastic construction looks & feels cheap.(Definitely not environmentally-friendly with throw-away pads!)Needs to go back to the drawing board for some redesigning.Not recommended.",3.0,Not ready for prime time,1380931200,"10 5, 2013"
A320CKM18RWP8W,B0014XOHJC,Lorraine O. Mechem,"[10, 10]","THESE ARE A NICE IDEA AND WORK WELL FOR THE EASE OF CURTAIN ATTACHMENT/REMOVAL ASPECT.  HOWEVER, THE HOOKED TOP IS TOO BIG/LOOSE FOR MOST SHOWER CURTAIN RODS AND SO THEY FALL OFF EASILY, WHICH IS A PAIN.  I WAS ABLE TO SOLVE THE PROBLEM BY USING A LARGE PAIR OF PLIERS TO SQUEEZE THE TOPS DOWN A BIT.  IT TOOK A STRONG HAND BUT NOW THEY DON'T FALL OFF THE ROD.",3.0,A GOOD IDEA - EASY TO REMOVE ONE OR THE OTHER CURTAIN,1261699200,"12 25, 2009"
A4ER69S8VVF2,B00451B7XE,Happy Amazon,"[1, 1]","Returned it for the Presto space-saving unit after getting this unit.  Waffles made were just okay but unit seemed cheaply made so it wasn't much of a decision to buy the more expensive Presto.  If you get a good price on this Oster and you have more than enough kitchen storage space, this shouldn't be a problem.",3.0,Not thrilled about the clunky design,1359417600,"01 29, 2013"
A1XDBG3IGNF40O,B007CNHAGA,Brent Feldmann,"[0, 0]",This fan is compact and moves a ton of air.  However if you want a quiet fan this one isn't for you.,3.0,"Great fan, even better if you like white noise",1391212800,"02 1, 2014"
A1NN8Q1DLAYPGH,B003VW4E3S,"The Three Woods ""mommy2lile""","[0, 0]","The title sums it up very well. This product steams lighting fast -- faster than any other steamer that I have used, and that's plenty. However, the steady stream of steam doesn't last long so you'll want to move fast to get your cleaning doneThe one thing that made this particular steam mop stand out from the others is the adapters to make this steam mop an &#34;all in one&#34; product. As a steam mop it does an okay job of getting the floors clean but don't expect to be able to remove the daily build up of hairspray on your bathroom floor from your teenage girls. It's more of a &#34;sanitize after cleaning&#34; mop. The jet stream adapter is supposedly for scouring shower tiles and other such things but in no way banishes stains unless you touch the metal directly to what you are trying to clean. Even then it's hard to get it really clean because you quickly run out of steam. Actually, good luck on trying to see what you are cleaning because this product really steams up like a sauna. The squeegee adapter for window/mirror cleaning would be ingenious if it actually cleaned windows/mirrors. Instead it just fogged them up and left streaks of water behind. The one thing I did like that worked well was the clothing adapter. This will evenly steam out clothes! The three &#34;scrubber brush&#34; adapters were also useful. They are stiff and scour worthy but beware on what you use it on... I left a few scratches behind. Not too terribly bad, mind you, but noticeable. The wire brush, obviously, should not be used on anything that can scratch but does a fabulous job on removing build-up with the steam action on grills. All in all it did a good job with certain types of cleaning and a not so great job on others. Would I go out and purchase this mop knowing all that I do about it? No. Definitely not.  It's not terrible, but neither is it good enough to prompt me to purchase one.",3.0,"Whole Lot of Steam, Not a Whole Lot of Clean",1384819200,"11 19, 2013"
A3C8985CWT11QS,B000TTV2QS,"Sunil Prabhu ""sunil""","[1, 2]","It does what its supposed to do - heats a small room or enclosed space.Here, though, are the cons -1) Consumes way too much power (on high setting). We got two of these to heat up the bedrooms and the night we plugged in both, it shorted the circuit and we are now out of power in the rooms till we get someone to fix it. The temperature control does not work on  low setting.2) The cords do get very hot, but not uncomfortable to touch, at least after 2-3 hours of operation.3) It heats up about 2-10 degrees above what you've set and then switches off till the room begins to cool. For example, if you set the temperature to 72, it sometimes heats up all the way to 78 before it stops and waits for the room to cool down to 71. This can get pretty annoying and very uncomfortable at times.",3.0,"Heats, but consumes way too much power",1327708800,"01 28, 2012"
A2IQZ4GJ3DG1TS,B003D7G72M,Momof5,"[1, 1]","This napkin holder looks really nice and does the job of holding napkins okay, until you try to pull a napkin out. Because the holder is kind of ""spring-loaded,"" when you pull on one napkin, all of the napkins come out. Still, I like the look of it, and there are a few tricks to getting a napkin to come out without pulling out the whole stack.",3.0,Napkins fall out,1315440000,"09 8, 2011"
